evolution$generation,evolution$evaluated,popInit,infectionRadiusI,distRandomWalk,angleRotatRandomWalk,objective$integraleInfected,objective$integraleExposed,evolution$samples,propExposed,teG,trG,infectionRadiusI,propRecovered,integraleInfected,density,tiG,propInfecte,mySeed,integraleExposed,propInfected,propSuseptible
1000,66731,506.46059710782777,1.3252984983441882,5.0,5.460067263974699,10.9304853706348,408.68947807734037,57,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0]","[1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882]","[0.14216308319178259,0.1382141086586775,0.14018859592523006,0.1382141086586775,0.15203551952454525,0.1480865449914402,0.1599334685907554,0.16585693039041302,0.1382141086586775,0.15006103225799272,0.17770385398972824,0.1382141086586775,0.1382141086586775,0.12636718505936229,0.1480865449914402,0.16190795585730794,0.09477538879452173,0.16585693039041302,0.1382141086586775,0.17178039219007063,0.15006103225799272,0.1934997521221485,0.14018859592523006,0.17178039219007063,0.12636718505936229,0.17967834125628077,0.1382141086586775,0.1540100067910978,0.1322906468590199,0.10267333786073186,0.1441375704583351,0.16190795585730794,0.12241821052625722,0.1540100067910978,0.1322906468590199,0.14611205772488767,0.1480865449914402,0.13031615959246737,0.1441375704583351,0.1599334685907554,0.1480865449914402,0.14018859592523006,0.1540100067910978,0.1599334685907554,0.15006103225799272,0.12834167232591484,0.1480865449914402,0.11649474872659962,0.15795898132420286,0.14018859592523006,0.1599334685907554,0.16980590492351808,0.1480865449914402,0.12636718505936229,0.1441375704583351,0.1599334685907554,0.1322906468590199]","[10.985568853727292,9.178569667393564,11.69660606847271,11.633531029105397,11.978925648552233,8.959482010986902,11.025095535497316,9.568108441340492,12.656265980166511,10.52586961300643,9.485524492272837,11.433711110502285,12.303301057384859,10.530332333613677,9.748028625996328,12.113739827530624,12.456432544237929,11.326780567031859,11.211492685297712,12.481348009151235,10.10993152232332,12.66735461626289,9.866690780748627,10.862993347453058,10.573153974993877,15.664576617779192,10.9304853706348,10.51836456842136,10.41677650790358,9.905694629960106,10.440028656220717,11.444180376884214,13.408887884763883,11.203373868141627,9.875296105515162,10.631773091647771,10.551362779702549,10.93086775134932,10.22996666129284,10.430933600319127,10.798348807078549,11.028300780263544,10.665679179036124,12.196894505288599,11.878423166758504,11.17696017455055,11.297153833052048,9.877058203219311,10.98536743412309,10.41569123056063,9.489376672752948,11.436847938211963,11.92293346443771,10.649164771040889,9.975463656435824,11.33303698291997,10.85318695377349]","[0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775]","[7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[252266262,216777607,1007932506,-1684766476,-132389405,88613273,824755452,207508305,-1397498816,-360517375,-873747608,1063122886,65126796,35964289,-871272026,419798404,-433521038,1369923700,-244182224,-1672327411,-710761595,-787284174,696936179,1196253677,-859285134,-962382768,1191682252,1066458776,90639114,-1689399342,454389175,-1945496565,624300833,1161301885,991510484,331007979,-67407039,-2075947241,1937125768,1267768481,-127351977,1922648086,1916790072,-119480439,851248456,-554873251,-789538296,-933367706,1452571146,-904553062,225295342,-90985995,659959298,1179912595,1820597060,-322674485,-1504427359]","[390.4866799669923,405.1136816376132,417.2074161452479,418.8205722420213,412.37979477852684,400.15771859856596,407.7200048294633,368.02688730995675,427.43184497239065,397.0005134593495,387.0135568651266,414.3424351214803,415.12167840183446,412.6048863269136,404.48579468684983,397.7172523371076,437.36693113674903,398.7035291786562,425.1649781420325,402.7789375937916,409.8307317174074,393.50369651028444,398.8703529007746,377.0167278345706,411.2207707530605,404.2330603167304,411.35503588718547,409.6668492742834,425.7548754195394,432.4267639958343,429.1609620569572,395.900724051879,425.29491598904673,408.2294225442332,420.3646212844649,405.45724242199367,399.92494041443274,421.1228243948214,411.94738206715164,408.68947807734037,390.12534879721323,409.3232884899033,412.32845810959697,404.2666266002622,411.3510869126528,424.3412386393023,411.0944035680011,434.6500366579725,399.7529487089233,407.7514670957352,397.88310926749824,402.24672612657895,407.87598932352034,416.1313205849764,401.3937476274284,409.40424246783203,406.972969452772]","[0.14216308319178259,0.1382141086586775,0.14018859592523006,0.1382141086586775,0.15203551952454525,0.1480865449914402,0.1599334685907554,0.16585693039041302,0.1382141086586775,0.15006103225799272,0.17770385398972824,0.1382141086586775,0.1382141086586775,0.12636718505936229,0.1480865449914402,0.16190795585730794,0.09477538879452173,0.16585693039041302,0.1382141086586775,0.17178039219007063,0.15006103225799272,0.1934997521221485,0.14018859592523006,0.17178039219007063,0.12636718505936229,0.17967834125628077,0.1382141086586775,0.1540100067910978,0.1322906468590199,0.10267333786073186,0.1441375704583351,0.16190795585730794,0.12241821052625722,0.1540100067910978,0.1322906468590199,0.14611205772488767,0.1480865449914402,0.13031615959246737,0.1441375704583351,0.1599334685907554,0.1480865449914402,0.14018859592523006,0.1540100067910978,0.1599334685907554,0.15006103225799272,0.12834167232591484,0.1480865449914402,0.11649474872659962,0.15795898132420286,0.14018859592523006,0.1599334685907554,0.16980590492351808,0.1480865449914402,0.12636718505936229,0.1441375704583351,0.1599334685907554,0.1322906468590199]","[0.8569274736838006,0.8608764482169057,0.8589019609503531,0.8608764482169057,0.8470550373510379,0.851004011884143,0.8391570882848277,0.8332336264851702,0.8608764482169057,0.8490295246175904,0.8213867028858549,0.8608764482169057,0.8608764482169057,0.8727233718162208,0.851004011884143,0.8371826010182752,0.9043151680810614,0.8332336264851702,0.8608764482169057,0.8273101646855126,0.8490295246175904,0.8055908047534346,0.8589019609503531,0.8273101646855126,0.8727233718162208,0.8194122156193023,0.8608764482169057,0.8450805500844853,0.8667999100165632,0.8964172190148513,0.854952986417248,0.8371826010182752,0.8766723463493259,0.8450805500844853,0.8667999100165632,0.8529784991506955,0.851004011884143,0.8687743972831158,0.854952986417248,0.8391570882848277,0.851004011884143,0.8589019609503531,0.8450805500844853,0.8391570882848277,0.8490295246175904,0.8707488845496684,0.851004011884143,0.8825958081489835,0.8411315755513803,0.8589019609503531,0.8391570882848277,0.829284651952065,0.851004011884143,0.8727233718162208,0.854952986417248,0.8391570882848277,0.8667999100165632]"
1000,66731,1500.0,5.0,2.2826188530793727,359.2796559364729,37.08952292820516,10.735167998613756,1,"[0.028666666666666667]","[3.0]","[365.0]","[5.0]","[0.908]","[37.08952292820516]","[1.3774104683195592]","[7.0]","[1.0]","[357492992]","[10.735167998613756]","[0.908]","[0.002]"
1000,66731,503.6709440894232,1.0,4.925532309107368,25.60820139886758,8.397203618583642,393.12781846690416,1,"[0.0]","[3.0]","[365.0]","[1.0]","[0.1548630130749644]","[8.397203618583642]","[0.46250775398477795]","[7.0]","[1.0]","[-718698732]","[393.12781846690416]","[0.1548630130749644]","[0.8438048789341008]"
1000,66731,557.8751770255765,1.1322231091160304,1.0,352.16365242929874,11.162637490174784,297.13018173786674,2,"[0.0,0.007170062703500814]","[3.0,3.0]","[365.0,365.0]","[1.1322231091160304,1.1322231091160304]","[0.13623119136651546,0.7600266465710863]","[9.205072513480525,13.120202466869044]","[0.5122820725671042,0.5122820725671042]","[7.0,7.0]","[1.0,1.0]","[416400799,-376835819]","[407.51564278840954,186.74472068732396]","[0.13623119136651546,0.7600266465710863]","[0.8622000400959728,0.21510188110502443]"
1000,66731,642.8650113191416,1.175135701724158,1.6709034501685744,75.19051931451075,10.514477490591226,213.2832262848851,1,"[0.024888584256854224]","[3.0]","[365.0]","[1.175135701724158]","[0.5568820727471133]","[10.514477490591226]","[0.5903259975382383]","[7.0]","[1.0]","[-902206780]","[213.2832262848851]","[0.5568820727471133]","[0.37643983688492016]"
1000,66731,523.2042663940645,1.0071010528357192,1.0,341.328403418862,10.468005977934263,232.3173485378105,1,"[0.028669490987488187]","[3.0]","[365.0]","[1.0071010528357192]","[0.6039706101364178]","[10.468005977934263]","[0.48044468906709314]","[7.0]","[1.0]","[589330790]","[232.3173485378105]","[0.6039706101364178]","[0.3402112930515265]"
1000,66731,500.0,1.0,1.047109013821628,360.0,10.10019608246539,236.5827083780477,1,"[0.026]","[3.0]","[365.0]","[1.0]","[0.746]","[10.10019608246539]","[0.4591368227731864]","[7.0]","[1.0]","[-1273423820]","[236.5827083780477]","[0.746]","[0.182]"
1000,66731,686.4839723338647,1.1697464834627698,1.85422305242537,74.02704380925897,12.838999365263236,282.53102413758944,8,"[0.03641745620805477,0.02039377547651067,0.0,0.0,0.007283491241610954,0.0,0.026220568469799435,0.0]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0]","[1.1697464834627698,1.1697464834627698,1.1697464834627698,1.1697464834627698,1.1697464834627698,1.1697464834627698,1.1697464834627698,1.1697464834627698]","[0.7472862013892839,0.7516562961342504,0.15003991957718565,0.16606360030872974,0.6744512889731743,0.129646144100675,0.7298058224094176,0.13984303183893032]","[13.571362625580468,16.161801077296698,11.774717489093264,11.08177164701849,15.592764814507944,12.208046710946357,13.469952019580115,9.500342086065237]","[0.6303801398841733,0.6303801398841733,0.6303801398841733,0.6303801398841733,0.6303801398841733,0.6303801398841733,0.6303801398841733,0.6303801398841733]","[7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[692258137,-1894663765,944752639,-419750594,1078915108,48788813,1800511778,1734606732]","[186.13715977403515,172.99425394954972,378.9248885011437,396.49279219034537,174.30803110912765,406.6981770685777,176.1305252781875,407.3908743536022]","[0.7472862013892839,0.7516562961342504,0.15003991957718565,0.16606360030872974,0.6744512889731743,0.129646144100675,0.7298058224094176,0.13984303183893032]","[0.13547293709396374,0.1733470915503407,0.8492550787718373,0.8332313980402931,0.3000798391543713,0.8696488542483479,0.19956766002014015,0.8594519665100926]"
1000,66731,501.85295564195707,1.000081801885835,1.222286069998808,332.1772478066435,10.540844867971915,205.15192645891457,1,"[0.005977846630717715]","[3.0]","[365.0]","[1.000081801885835]","[0.6456074361175133]","[10.540844867971915]","[0.46083834310556204]","[7.0]","[1.0]","[338684655]","[205.15192645891457]","[0.6456074361175133]","[0.3387446424073372]"
1000,66731,500.0,2.3185368147906527,1.112023185473328,103.50287094657628,23.692789969015454,110.85974276780932,9,"[0.018,0.024,0.036,0.024,0.0,0.014,0.042,0.026,0.0]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0]","[2.3185368147906527,2.3185368147906527,2.3185368147906527,2.3185368147906527,2.3185368147906527,2.3185368147906527,2.3185368147906527,2.3185368147906527,2.3185368147906527]","[0.804,0.74,0.794,0.824,0.158,0.862,0.776,0.79,0.164]","[23.692789969015454,24.630935646104515,25.954467248051856,28.11146729252547,15.823445554362133,22.16700311716983,26.51342844779419,23.295207489623095,16.534120632950422]","[0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864]","[7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[727196015,-1899428729,797011357,1946451517,1497214165,-677731895,609017603,-476042692,2134719184]","[116.27651285270247,110.39188727987036,106.24631448492111,101.39871634211174,403.85071634211135,116.06537446683615,99.012723197436,110.85974276780932,380.46479629305054]","[0.804,0.74,0.794,0.824,0.158,0.862,0.776,0.79,0.164]","[0.144,0.2,0.112,0.12,0.842,0.092,0.098,0.136,0.836]"
