evolution$generation,evolution$evaluated,popInit,infectionRadiusI,objective$integraleInfected,objective$integraleExposed,evolution$samples,propExposed,teG,trG,infectionRadiusI,propRecovered,integraleInfected,density,tiG,propInfecte,mySeed,integraleExposed,propInfected,propSuseptible
1000,78383,525.2274304328624,1.074484078907371,8.335794496265768,389.5229548055457,1,"[0.0]","[3.0]","[365.0]","[1.074484078907371]","[0.17897008905747852]","[8.335794496265768]","[0.4823025072845385]","[7.0]","[1.0]","[32384064]","[389.5229548055457]","[0.17897008905747852]","[0.8205968976997154]"
1000,78383,1500.0,4.8935661962289725,39.60480966308906,10.897184624056202,1,"[0.029333333333333333]","[3.0]","[365.0]","[4.8935661962289725]","[0.898]","[39.60480966308906]","[1.3774104683195592]","[7.0]","[1.0]","[779415694]","[10.897184624056202]","[0.898]","[0.0013333333333333333]"
1000,78383,519.4766204918302,1.0,9.234758614102851,415.2873459227409,2,"[0.0,0.0]","[3.0,3.0]","[365.0,365.0]","[1.0,1.0]","[0.15015112696727553,0.1328259969325899]","[8.762093949770621,9.707423278435082]","[0.4770216900751425,0.4770216900751425]","[7.0,7.0]","[1.0,1.0]","[1589536221,2123399863]","[416.75228191789614,413.8224099275857]","[0.15015112696727553,0.1328259969325899]","[0.8489313716995962,0.8662565017342819]"
1000,78383,1500.0,1.0,29.96705068907972,75.60424495443073,100,"[0.034666666666666665,0.016666666666666666,0.02266666666666667,0.032,0.02666666666666667,0.020666666666666667,0.026,0.030666666666666665,0.027333333333333334,0.017333333333333333,0.02266666666666667,0.023333333333333334,0.022,0.017333333333333333,0.026,0.027333333333333334,0.036,0.020666666666666667,0.028666666666666667,0.026,0.027333333333333334,0.025333333333333333,0.023333333333333334,0.027333333333333334,0.023333333333333334,0.022,0.034666666666666665,0.024666666666666667,0.028666666666666667,0.03133333333333333,0.015333333333333332,0.03,0.018666666666666668,0.03,0.024,0.027333333333333334,0.024666666666666667,0.030666666666666665,0.02,0.022,0.019333333333333334,0.027333333333333334,0.018,0.028666666666666667,0.02666666666666667,0.017333333333333333,0.021333333333333333,0.024,0.026,0.03266666666666666,0.02666666666666667,0.02666666666666667,0.025333333333333333,0.03266666666666666,0.020666666666666667,0.024,0.032,0.025333333333333333,0.014666666666666666,0.020666666666666667,0.032,0.018666666666666668,0.021333333333333333,0.02666666666666667,0.035333333333333335,0.02,0.028,0.03133333333333333,0.024666666666666667,0.020666666666666667,0.028,0.024666666666666667,0.025333333333333333,0.030666666666666665,0.03666666666666667,0.030666666666666665,0.025333333333333333,0.020666666666666667,0.023333333333333334,0.029333333333333333,0.022,0.019333333333333334,0.018666666666666668,0.022,0.028,0.024666666666666667,0.02266666666666667,0.018666666666666668,0.026,0.021333333333333333,0.027333333333333334,0.04066666666666666,0.014666666666666666,0.028,0.02,0.03666666666666667,0.028,0.02266666666666667,0.02266666666666667,0.025333333333333333]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.8333333333333334,0.8673333333333333,0.824,0.8293333333333334,0.856,0.8293333333333334,0.82,0.8413333333333334,0.8386666666666667,0.828,0.8386666666666667,0.8213333333333334,0.8393333333333334,0.8526666666666667,0.8386666666666667,0.85,0.8366666666666667,0.858,0.8566666666666667,0.8593333333333333,0.8186666666666667,0.84,0.8653333333333333,0.8286666666666667,0.856,0.8426666666666667,0.8326666666666667,0.844,0.8366666666666667,0.85,0.8686666666666667,0.8433333333333334,0.8506666666666667,0.8346666666666667,0.8533333333333334,0.84,0.85,0.8386666666666667,0.8606666666666667,0.8406666666666667,0.8553333333333333,0.8506666666666667,0.85,0.84,0.854,0.85,0.874,0.856,0.854,0.832,0.8446666666666667,0.8506666666666667,0.8226666666666667,0.8273333333333334,0.8606666666666667,0.8393333333333334,0.8293333333333334,0.848,0.86,0.844,0.8353333333333334,0.88,0.8426666666666667,0.832,0.84,0.85,0.8386666666666667,0.8546666666666667,0.8546666666666667,0.8326666666666667,0.8273333333333334,0.838,0.8433333333333334,0.834,0.8426666666666667,0.8286666666666667,0.842,0.8473333333333334,0.8526666666666667,0.842,0.8293333333333334,0.858,0.8593333333333333,0.8473333333333334,0.846,0.85,0.8253333333333334,0.8546666666666667,0.84,0.8513333333333334,0.842,0.826,0.8626666666666667,0.832,0.8413333333333334,0.8393333333333334,0.8526666666666667,0.864,0.8426666666666667,0.8466666666666667]","[30.37500878964589,30.645372465999507,29.94158180629727,28.688577795448158,31.151585473979402,29.310458811975412,31.01812256694245,28.471195854234647,27.74460382877445,29.225103810310916,31.935214170374685,30.907446161855493,28.491521879906404,29.95803553970973,30.315746196010913,31.149584515116125,28.529416110536275,30.142086239218155,30.579630357340648,31.67510381031088,32.49513232359752,30.462925221584992,32.01462872357658,28.647519989822204,30.30594080377145,28.53460136831933,31.308255555696682,30.809974669946296,27.796305491155255,30.44484701131397,29.152219373133754,29.16115279914315,28.54023202366937,31.346761797969712,29.161683865323734,30.57856148920255,27.43937498674464,31.363477145169266,31.113454100925395,29.601346931110022,31.17159897742607,28.40231390681371,29.761513677980695,29.97606583844971,27.570418737030217,31.850125519387035,29.51706761988623,29.535416670961304,28.721320964210953,30.610303745252807,29.816526488993386,28.781451499999616,32.091099703574145,29.75531465712428,27.562056945084944,28.37287133665037,29.086151649564776,32.049512733021125,29.77031185611654,30.80669894950403,32.20006342401315,28.771352153359565,33.017309560564584,30.542191375713404,29.189021813356756,29.752945815687088,26.31495012243135,32.85438527113993,29.15737858432062,30.286354121122123,29.937102945514102,31.145976227231266,32.06780435121731,28.94756346385601,32.263561817583955,31.44827574516765,30.78807192724592,29.495644368807024,28.935704349347365,30.469400381728402,28.3838789103402,32.58283400869119,29.922872373790216,28.768730458138965,30.257298665237446,28.347264851212884,28.328303186251873,31.23384368697798,30.636212810064283,30.615208350553225,28.54532316130067,31.373691409954606,27.456073028167868,32.10968613528969,29.291116823652263,30.50805793991001,29.052524598359202,30.6791696574587,29.417755145696916,30.312849296340374]","[1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592,1.3774104683195592]","[7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[1160494389,521109722,-1885549522,-1270230056,-127671315,-2014942412,39058039,807404563,-2090095741,718811051,771004688,1227344002,2032315101,-677823496,1989414799,966645080,2013341837,939445926,1108718954,-118674795,-464033565,-613623377,1761166438,888174109,-1236275970,-1403579610,-1743614084,1058277949,2072905514,-2112954632,-515562781,1713905645,337084424,652177730,-1148720373,679217493,-65832675,1810213713,-1008354681,-1723343368,-577671595,333769902,364499844,-1799415114,798490296,-1872252434,195304849,168747943,885278132,654728257,1992176590,-174505502,-2062840686,-369198216,1082606480,715915377,-2101331934,1022380102,-1209925200,601379740,239750526,-6045567,-429943547,1982697795,-945098627,-699986670,147286416,-1201215153,-148507491,714230855,1023871104,175941011,1683240991,-1501084553,-1730289771,402790304,-1171664623,-1639025921,125665697,-1196337489,1201058544,1756473999,-1276403077,-1180594506,1739674842,-861983874,575107077,1642655378,1365665709,-293435970,865850426,403405671,1517340587,-833723987,-595708336,-907082866,856813880,-1496627999,-1480572987,-1079564955]","[77.24474626789869,73.38101005809881,74.13474626789842,78.85853148357478,75.25910690008317,75.83214133870784,76.39941293456513,75.62604967544492,79.0098648169082,78.69167672476563,73.44080800537452,72.00919815024143,82.39662832555918,72.89874626789857,74.40407960123191,73.62189150908927,77.73195324656525,73.42207960123193,74.6127462678985,72.36053148357486,75.58244023341655,74.20322484242257,72.0134746720412,77.77053148357481,74.68879070377434,77.4080796012319,72.13366132749894,75.54395324656508,80.35454277848928,76.92464826341534,75.30274626789858,81.0407462678985,75.06899466083232,73.33119815024149,76.56166132749884,75.28252824996906,79.74299466083225,69.31747467204114,74.37387611182267,76.77189150908931,72.58254277848923,79.09141293456533,76.29874626789851,75.0912248424226,86.80741293456524,73.46818577458367,78.51122484242259,77.89674626789852,76.19607960123177,78.66328657989864,77.07541293456518,76.77614133870772,75.89501005809882,81.75995324656519,81.45432799416578,77.56014133870791,76.36253911195925,74.90786481690809,75.26519815024156,74.06474626789858,72.8516767247655,76.657209445156,70.38207960123194,75.1707462678986,80.98207960123187,75.55101416232777,80.38283635555808,69.76014133870784,75.00454277848932,76.45922484242271,79.32012403710769,72.35807960123192,70.19255817575586,79.50389150908919,72.35995324656521,72.66128657989856,75.48589150908919,77.10029118667411,75.03519815024148,72.67680800537457,80.64741293456521,71.48147467204113,72.3620796012319,76.90195324656513,71.08807960123184,81.08966132749902,77.21917951936912,73.7281857745836,78.88453911195921,76.94053148357477,77.76897325060746,72.4687462678985,77.52716134274999,73.4854746720413,76.78807960123186,76.20607960123179,80.49186481690815,77.02541293456507,75.1614129345652,72.8027462678986]","[0.8333333333333334,0.8673333333333333,0.824,0.8293333333333334,0.856,0.8293333333333334,0.82,0.8413333333333334,0.8386666666666667,0.828,0.8386666666666667,0.8213333333333334,0.8393333333333334,0.8526666666666667,0.8386666666666667,0.85,0.8366666666666667,0.858,0.8566666666666667,0.8593333333333333,0.8186666666666667,0.84,0.8653333333333333,0.8286666666666667,0.856,0.8426666666666667,0.8326666666666667,0.844,0.8366666666666667,0.85,0.8686666666666667,0.8433333333333334,0.8506666666666667,0.8346666666666667,0.8533333333333334,0.84,0.85,0.8386666666666667,0.8606666666666667,0.8406666666666667,0.8553333333333333,0.8506666666666667,0.85,0.84,0.854,0.85,0.874,0.856,0.854,0.832,0.8446666666666667,0.8506666666666667,0.8226666666666667,0.8273333333333334,0.8606666666666667,0.8393333333333334,0.8293333333333334,0.848,0.86,0.844,0.8353333333333334,0.88,0.8426666666666667,0.832,0.84,0.85,0.8386666666666667,0.8546666666666667,0.8546666666666667,0.8326666666666667,0.8273333333333334,0.838,0.8433333333333334,0.834,0.8426666666666667,0.8286666666666667,0.842,0.8473333333333334,0.8526666666666667,0.842,0.8293333333333334,0.858,0.8593333333333333,0.8473333333333334,0.846,0.85,0.8253333333333334,0.8546666666666667,0.84,0.8513333333333334,0.842,0.826,0.8626666666666667,0.832,0.8413333333333334,0.8393333333333334,0.8526666666666667,0.864,0.8426666666666667,0.8466666666666667]","[0.072,0.07066666666666667,0.11066666666666666,0.09,0.06466666666666666,0.112,0.112,0.082,0.09733333333333333,0.11866666666666667,0.08866666666666667,0.11333333333333333,0.08866666666666667,0.08933333333333333,0.086,0.072,0.07466666666666667,0.08866666666666667,0.07,0.058,0.106,0.08533333333333333,0.062,0.10333333333333333,0.08133333333333333,0.09333333333333334,0.082,0.08866666666666667,0.08133333333333333,0.072,0.082,0.07466666666666667,0.09066666666666667,0.08333333333333333,0.08,0.07466666666666667,0.07333333333333333,0.08666666666666667,0.06733333333333333,0.088,0.08933333333333333,0.08933333333333333,0.09,0.07866666666666666,0.06466666666666666,0.09666666666666666,0.06266666666666666,0.08533333333333333,0.07733333333333334,0.08666666666666667,0.064,0.07666666666666666,0.08866666666666667,0.07933333333333334,0.08466666666666667,0.09,0.09333333333333334,0.06933333333333333,0.07533333333333334,0.09333333333333334,0.08266666666666667,0.06466666666666666,0.098,0.084,0.08666666666666667,0.08533333333333333,0.08266666666666667,0.074,0.07933333333333334,0.102,0.08133333333333333,0.09866666666666667,0.08533333333333333,0.07666666666666666,0.06,0.08333333333333333,0.08733333333333333,0.08866666666666667,0.07266666666666667,0.08066666666666666,0.106,0.08066666666666666,0.07133333333333333,0.086,0.07866666666666666,0.08466666666666667,0.09933333333333333,0.07933333333333334,0.074,0.092,0.07933333333333334,0.07933333333333334,0.094,0.094,0.08333333333333333,0.07066666666666667,0.076,0.06133333333333333,0.08666666666666667,0.08866666666666667]"
